player,team,pos,pos_rank,tier,pts_proj,vor,score,ppg_proj,adp_overall
Tyrod Taylor,,QB,44,8,159.0798,-130.91072499999999,-134.91072499999999,9.6412,
Charlie Kolar,,TE,71,8,41.149499999999996,-131.07750000000001,-135.07750000000001,2.493909090909091,
Mac Jones,,QB,45,8,158.85240000000002,-131.13812499999997,-135.13812499999997,9.627418181818182,
Andrew Ogletree,,TE,72,8,40.99375,-131.23325,-135.23325,2.484469696969697,
Nate Adkins,,TE,73,8,39.632999999999996,-132.594,-136.594,2.4019999999999997,
Kayshon Boutte,,WR,98,8,100.29799999999999,-132.92464705882355,-136.92464705882355,6.078666666666666,
MyCole Pruitt,,TE,74,8,39.269999999999996,-132.957,-136.957,2.38,
Jeremy Ruckert,,TE,75,8,38.907,-133.32,-137.32,2.3579999999999997,
Chris Rodriguez Jr.,,RB,71,8,72.82,-133.326875,-137.326875,4.413333333333333,
Carson Wentz,,QB,46,8,156.552,-133.438525,-137.438525,9.488,
Durham Smythe,,TE,76,8,38.598214285714285,-133.62878571428573,-137.62878571428573,2.3392857142857144,
Blake Whiteheart,,TE,77,8,38.49332142857143,-133.73367857142858,-137.73367857142858,2.3329285714285715,
Zamir White,,RB,72,8,70.44072115384616,-135.70615384615382,-139.70615384615382,4.2691346153846155,
Calvin Austin III,,WR,99,8,97.34622549019605,-135.87642156862748,-139.87642156862748,5.899771241830064,
Greg Dulcich,,TE,78,8,36.135,-136.092,-140.092,2.19,
Dameon Pierce,,RB,73,8,69.86031249999999,-136.2865625,-140.2865625,4.233958333333333,
David Bell,,WR,100,8,96.5745,-136.64814705882353,-140.64814705882353,5.853,
Kenneth Gainwell,,RB,74,8,69.13564705882354,-137.01122794117646,-141.01122794117646,4.190039215686275,
Josh Reynolds,,WR,101,8,96.0821052631579,-137.14054179566563,-141.14054179566563,5.823157894736842,
Marquez Valdes-Scantling,,WR,102,8,95.69175,-137.53089705882354,-141.53089705882354,5.7995,
Quintin Morris,,TE,79,8,34.352999999999994,-137.87400000000002,-141.87400000000002,2.082,
Kenny Yeboah,,TE,80,8,33.824999999999996,-138.40200000000002,-142.40200000000002,2.05,
Spencer Rattler,,QB,47,8,151.45208571428572,-138.53843928571428,-142.53843928571428,9.178914285714285,
Ben Sinnott,,TE,81,8,33.68165625,-138.54534375,-142.54534375,2.0413125,
Ben Sims,,TE,82,8,33.223928571428566,-139.00307142857145,-143.00307142857145,2.0135714285714283,
Olamide Zaccheaus,,WR,103,8,94.20848684210526,-139.01416021671827,-143.01416021671827,5.709605263157894,
Tim Patrick,,WR,104,8,94.1510625,-139.07158455882353,-143.07158455882353,5.706125,
Eric Saubert,,TE,83,8,32.628750000000004,-139.59825,-143.59825,1.9775,
Luke Farrell,,TE,84,8,32.10625,-140.12075,-144.12075,1.9458333333333333,
Ainias Smith,,WR,105,8,92.96924999999999,-140.25339705882354,-144.25339705882354,5.634499999999999,
Pharaoh Brown,,TE,85,8,31.447499999999998,-140.7795,-144.7795,1.9059090909090908,
Keaton Mitchell,,RB,75,8,65.13728571428571,-141.0095892857143,-145.0095892857143,3.9477142857142855,
Cam Grandy,,TE,86,8,30.727125,-141.499875,-145.499875,1.86225,
Irv Smith,,TE,87,8,30.442499999999995,-141.7845,-145.7845,1.8449999999999998,
Jameis Winston,,QB,48,8,147.56399999999996,-142.42652500000003,-146.42652500000003,8.943272727272726,
Jalen Nailor,,WR,106,8,90.07968749999999,-143.14295955882352,-147.14295955882352,5.459375,
Connor Heyward,,TE,88,8,28.996000000000002,-143.231,-147.231,1.7573333333333334,
Will Mallory,,TE,89,8,28.799999999999994,-143.42700000000002,-147.42700000000002,1.7454545454545451,
Peyton Hendershot,,TE,90,8,28.157249999999998,-144.06975,-148.06975,1.7065,
Trey Benson,,RB,76,8,61.71687499999999,-144.43,-148.43,3.740416666666666,
David Moore,,WR,107,8,88.482625,-144.7400220588235,-148.7400220588235,5.362583333333333,
KaVontae Turpin,,WR,108,8,88.1779411764706,-145.04470588235293,-149.04470588235293,5.344117647058824,
Patrick Taylor,,RB,77,8,60.82153846153846,-145.32533653846153,-149.32533653846153,3.686153846153846,
Jared Wiley,,TE,91,8,26.78775,-145.43925000000002,-149.43925000000002,1.6235,
Dallin Holker,,TE,92,8,26.78775,-145.43925000000002,-149.43925000000002,1.6235,
Mack Hollins,,WR,109,8,87.19425,-146.02839705882354,-150.02839705882354,5.2844999999999995,
John Bates,,TE,93,8,26.0514375,-146.1755625,-150.1755625,1.578875,
Brevyn Spann-Ford,,TE,94,8,25.4985,-146.7285,-150.7285,1.5453636363636363,
Shane Zylstra,,TE,95,8,25.212,-147.01500000000001,-151.01500000000001,1.528,
Audric Estimé,,RB,78,8,59.03001923076923,-147.11685576923077,-151.11685576923077,3.577576923076923,
Tucker Fisk,,TE,96,8,24.04875,-148.17825,-152.17825,1.4574999999999998,
Kalif Raymond,,WR,110,8,84.51135746606336,-148.71128959276018,-152.71128959276018,5.121900452488688,
Kimani Vidal,,RB,79,8,57.252250000000004,-148.894625,-152.894625,3.4698333333333338,
Chris Brooks,,RB,80,8,56.52625,-149.620625,-153.620625,3.4258333333333333,
Julian Hill,,TE,97,8,22.505999999999997,-149.721,-153.721,1.3639999999999999,
Isaiah Davis,,RB,81,8,55.636096153846154,-150.51077884615384,-154.51077884615384,3.3718846153846154,
Sterling Shepard,,WR,111,8,82.38196153846152,-150.840685520362,-154.840685520362,4.992846153846153,
Sean Tucker,,RB,82,8,55.25558823529411,-150.89128676470588,-154.89128676470588,3.3488235294117645,
Michael Penix Jr.,,QB,49,8,138.98114999999999,-151.009375,-155.009375,8.4231,
Ian Thomas,,TE,98,8,20.803749999999997,-151.42325,-155.42325,1.2608333333333333,
Hunter Long,,TE,99,8,20.50125,-151.72575,-155.72575,1.2425,
Greg Dortch,,WR,112,8,81.30556985294116,-151.91707720588238,-155.91707720588238,4.927610294117646,
Trey Sermon,,RB,83,8,53.986625000000004,-152.16025,-156.16025,3.271916666666667,
Chris Manhertz,,TE,100,8,19.870714285714286,-152.35628571428572,-156.35628571428572,1.2042857142857142,
Jamaal Williams,,RB,84,8,53.75826923076922,-152.38860576923076,-156.38860576923076,3.2580769230769224,
JuJu Smith-Schuster,,WR,113,8,80.82750000000001,-152.3951470588235,-156.3951470588235,4.898636363636364,
Dyami Brown,,WR,114,8,80.30824999999999,-152.91439705882354,-156.91439705882354,4.867166666666666,
Ty Chandler,,RB,85,8,53.11487499999999,-153.032,-157.032,3.219083333333333,
Tip Reiman,,TE,101,8,19.10596875,-153.12103125000002,-157.12103125000002,1.1579374999999998,
Geoff Swaim,,TE,102,8,18.54875,-153.67825,-157.67825,1.1241666666666665,
Tanner Conner,,TE,103,8,18.121125,-154.105875,-158.105875,1.09825,
Blake Watson,,RB,86,8,51.99974999999999,-154.14712500000002,-158.14712500000002,3.1514999999999995,
Tyler Goodson,,RB,87,8,51.5625,-154.584375,-158.584375,3.125,
Marcus Mariota,,QB,50,8,135.0426,-154.947925,-158.947925,8.1844,
Cedrick Wilson Jr.,,WR,115,8,77.6204423076923,-155.60220475113124,-159.60220475113124,4.70426923076923,
Jahan Dotson,,WR,116,8,76.90819852941175,-156.31444852941178,-160.31444852941178,4.66110294117647,
Jaheim Bell,,TE,104,8,15.757499999999999,-156.4695,-160.4695,0.955,
John Metchie III,,WR,117,8,76.60125000000001,-156.6213970588235,-160.6213970588235,4.6425,
DJ Chark,,WR,118,8,75.7185,-157.50414705882352,-161.50414705882352,4.589,
Josiah Deguara,,TE,105,8,14.4375,-157.7895,-161.7895,0.875,
Jack Stoll,,TE,106,8,14.19,-158.037,-162.037,0.86,
Malik Heath,,WR,119,8,74.84124999999999,-158.38139705882355,-162.38139705882355,4.535833333333333,
Charlie Woerner,,TE,107,8,13.7225,-158.5045,-162.5045,0.8316666666666667,
Troy Franklin,,WR,120,8,74.61639705882352,-158.60625,-162.60625,4.5222058823529405,
Zay Jones,,WR,121,8,74.52499999999998,-158.69764705882355,-162.69764705882355,4.516666666666666,
Jacoby Brissett,,QB,51,8,131.22449999999998,-158.766025,-162.766025,7.952999999999999,
Marcedes Lewis,,TE,108,8,13.414499999999999,-158.8125,-162.8125,0.813,
Lil'Jordan Humphrey,,WR,122,8,74.2875,-158.93514705882353,-162.93514705882353,4.502272727272727,
C.J. Uzomah,,TE,109,8,12.25125,-159.97575,-163.97575,0.7425,
Cordarrelle Patterson,,RB,88,8,46.15874999999999,-159.988125,-163.988125,2.7974999999999994,
Stephen Sullivan,,TE,110,8,12.1275,-160.0995,-164.0995,0.735,
Zach Davidson,,TE,111,8,11.818124999999997,-160.408875,-164.408875,0.7162499999999998,
Justin Watson,,WR,123,8,72.54738390092879,-160.67526315789473,-164.67526315789473,4.396811145510836,
Tommy DeVito,,QB,52,8,129.294,-160.69652499999998,-164.69652499999998,7.836,
Jeremy McNichols,,RB,89,8,45.365833333333335,-160.78104166666665,-164.78104166666665,2.7494444444444444,
D'Ernest Johnson,,RB,90,8,45.32,-160.826875,-164.826875,2.7466666666666666,
Ronnie Rivers,,RB,91,8,45.12749999999999,-161.019375,-165.019375,2.7349999999999994,
Pierre Strong,,RB,92,8,44.51509615384615,-161.63177884615385,-165.63177884615385,2.6978846153846154,
John FitzPatrick,,TE,112,8,10.56,-161.667,-165.667,0.64,
Austin Trammell,,WR,124,8,71.43468749999998,-161.78795955882356,-165.78795955882356,4.329374999999999,
MarShawn Lloyd,,RB,93,8,44.120999999999995,-162.02587499999998,-166.02587499999998,2.6739999999999995,
Nelson Agholor,,WR,125,8,71.082,-162.14064705882353,-166.14064705882353,4.308,
Ross Dwelley,,TE,113,8,9.776250000000001,-162.45075,-166.45075,0.5925,
K.J. Osborn,,WR,126,8,70.455,-162.7676470588235,-166.7676470588235,4.27,
Eric Tomlinson,,TE,114,8,9.139349999999999,-163.08765,-167.08765,0.5539,
John Shenker,,TE,115,8,8.929249999999998,-163.29775,-167.29775,0.5411666666666666,
Anthony Firkser,,TE,116,8,8.91,-163.317,-167.317,0.54,
Dare Ogunbowale,,RB,94,8,42.10833333333333,-164.03854166666667,-168.03854166666667,2.5520202020202016,
Van Jefferson,,WR,127,8,68.95968749999999,-164.26295955882352,-168.26295955882352,4.179374999999999,
Joseph Fortson,,TE,117,8,7.878749999999999,-164.34825,-168.34825,0.4775,
Hassan Haskins,,RB,95,8,40.3634423076923,-165.78343269230768,-169.78343269230768,2.4462692307692304,
Bo Melton,,WR,128,8,67.32000000000001,-165.9026470588235,-169.9026470588235,4.08,
David Martin-Robinson,,TE,118,8,6.303,-165.924,-169.924,0.382,
Tyler Badie,,RB,96,8,40.181625,-165.96525,-169.96525,2.43525,
Craig Reynolds,,RB,97,8,40.151309523809516,-165.99556547619048,-169.99556547619048,2.433412698412698,
Deuce Vaughn,,RB,98,8,39.633,-166.51387499999998,-170.51387499999998,2.402,
Jonathon Brooks,,RB,99,8,39.393750000000004,-166.75312499999998,-170.75312499999998,2.3875,
Jeff Wilson,,RB,100,8,38.72549999999999,-167.421375,-171.421375,2.3469999999999995,
Feleipe Franks,,TE,119,8,3.851833333333333,-168.37516666666667,-172.37516666666667,0.23344444444444443,
Jordan Mims,,RB,101,8,37.68187499999999,-168.465,-172.465,2.2837499999999995,
Ko Kieft,,TE,120,8,3.2399999999999998,-168.987,-172.987,0.19636363636363635,
Dalvin Cook,,RB,102,8,37.125,-169.021875,-173.021875,2.25,
Malik Washington,,WR,129,8,63.93042857142857,-169.29221848739496,-173.29221848739496,3.8745714285714286,
Dante Pettis,,WR,130,8,63.029999999999994,-170.19264705882352,-174.19264705882352,3.82,
Kene Nwangwu,,RB,103,8,35.454375,-170.6925,-174.6925,2.1487499999999997,
Blake Corum,,RB,104,8,35.19175,-170.955125,-174.955125,2.132833333333333,
Brayden Willis,,TE,124,8,0.0,-172.227,-176.227,0.0,
Brenden Bates,,TE,125,8,0.0,-172.227,-176.227,0.0,
Baylor Cupp,,TE,126,8,0.0,-172.227,-176.227,0.0,
Colson Yankoff,,TE,122,8,0.0,-172.227,-176.227,0.0,
Jake Tonges,,TE,121,8,0.0,-172.227,-176.227,0.0,
Jordan Matthews,,TE,123,8,0.0,-172.227,-176.227,0.0,
Rod Williams,,TE,127,8,0.0,-172.227,-176.227,0.0,
Princeton Fant,,TE,128,8,0.0,-172.227,-176.227,0.0,
Jamison Crowder,,WR,131,8,60.957187499999996,-172.26545955882352,-176.26545955882352,3.694375,
J.J. Taylor,,RB,105,8,33.616,-172.53087499999998,-176.53087499999998,2.037333333333333,
Jermar Jefferson,,RB,106,8,33.09075,-173.056125,-177.056125,2.0055,
Robert Woods,,WR,132,8,59.451562499999994,-173.77108455882353,-177.77108455882353,3.6031249999999995,
Jaylen Wright,,RB,107,8,32.36348076923076,-173.78339423076923,-177.78339423076923,1.9614230769230765,
Kenny McIntosh,,RB,108,8,32.088,-174.058875,-178.058875,1.9447272727272726,
Parris Campbell,,WR,133,8,58.3605,-174.86214705882352,-178.86214705882352,3.537,
Bailey Zappe,,QB,53,8,115.0941,-174.896425,-178.896425,6.9754,
Brandon Johnson,,WR,134,8,58.278,-174.94464705882353,-178.94464705882353,3.532,
Ryan Miller,,WR,135,8,57.987599999999986,-175.23504705882354,-179.23504705882354,3.5143999999999993,
Trey Palmer,,WR,136,8,56.908210526315784,-176.31443653250773,-180.31443653250773,3.4489824561403504,
Odell Beckham Jr.,,WR,137,8,56.481562499999995,-176.74108455882353,-180.74108455882353,3.4231249999999998,
Carson Steele,,RB,109,8,28.96955769230769,-177.1773173076923,-181.1773173076923,1.755730769230769,
Will Shipley,,RB,110,8,28.954406249999998,-177.19246875,-181.19246875,1.7548124999999999,
Hunter Luepke,,RB,111,8,28.478999999999996,-177.667875,-181.667875,1.7259999999999998,
Darrynton Evans,,RB,112,8,28.215,-177.931875,-181.931875,1.71,
Jalen Brooks,,WR,138,8,54.82125,-178.40139705882353,-182.40139705882353,3.3225,
JaMycal Hasty,,RB,113,8,27.72,-178.426875,-182.426875,1.68,
Jonathan Mingo,,WR,139,8,54.549,-178.67364705882352,-182.67364705882352,3.306,
River Cracraft,,WR,140,8,54.327428571428555,-178.89521848739497,-182.89521848739497,3.292571428571428,
Jordan Whittington,,WR,141,8,53.870953125,-179.35169393382353,-183.35169393382353,3.26490625,
Kevin Austin Jr.,,WR,142,8,53.18156249999999,-180.04108455882354,-184.04108455882354,3.2231249999999996,
Terrell Jennings,,RB,114,8,25.999874999999996,-180.147,-184.147,1.5757499999999998,
Mecole Hardman,,WR,143,8,52.943000000000005,-180.2796470588235,-184.2796470588235,3.208666666666667,
Desmond Ridder,,QB,54,8,109.0914,-180.899125,-184.899125,6.611599999999999,
Jase McClellan,,RB,115,8,25.212,-180.934875,-184.934875,1.528,
Simi Fehoko,,WR,144,8,51.50750000000001,-181.7151470588235,-185.7151470588235,3.121666666666667,
Cooper Rush,,QB,55,8,107.75678571428571,-182.23373928571428,-186.23373928571428,6.530714285714286,
Malik Willis,,QB,56,8,107.28849999999998,-182.702025,-186.702025,6.502333333333333,
Cody White,,WR,145,8,50.424,-182.79864705882352,-186.79864705882352,3.056,
Adonai Mitchell,,WR,146,8,49.83077647058823,-183.3918705882353,-187.3918705882353,3.020047058823529,
Eric Gray,,RB,116,8,22.357499999999998,-183.789375,-187.789375,1.355,
Anthony Miller,,WR,147,8,49.3735,-183.84914705882352,-187.84914705882352,2.9923333333333333,
Jake Bobo,,WR,148,8,48.70446428571429,-184.51818277310923,-188.51818277310923,2.9517857142857142,
Velus Jones Jr.,,RB,117,8,20.97403846153846,-185.17283653846152,-189.17283653846152,1.271153846153846,
Mike Boone,,RB,118,8,20.944000000000003,-185.202875,-189.202875,1.2693333333333334,
Devontez Walker,,WR,149,8,47.79774999999999,-185.42489705882355,-189.42489705882355,2.896833333333333,
Joshua Kelley,,RB,119,8,20.275588235294116,-185.87128676470587,-189.87128676470587,1.2288235294117646,
DeeJay Dallas,,RB,120,8,18.71172794117647,-187.43514705882353,-191.43514705882353,1.1340441176470588,
Tyrion Davis-Price,,RB,121,8,18.479999999999997,-187.666875,-191.666875,1.1199999999999999,
DJ Turner,,WR,150,8,45.33375,-187.88889705882352,-191.88889705882352,2.7475,
KhaDarel Hodge,,WR,151,8,43.29835714285714,-189.92428991596637,-193.92428991596637,2.624142857142857,
Chris Conley,,WR,152,8,42.86333333333334,-190.35931372549018,-194.35931372549018,2.597777777777778,
Mike Woods,,WR,153,8,42.54525,-190.67739705882352,-194.67739705882352,2.5785,
Raheem Blackshear,,RB,122,8,15.179999999999996,-190.966875,-194.966875,0.9199999999999998,
Tylan Wallace,,WR,154,8,42.239999999999995,-190.98264705882355,-194.98264705882355,2.5599999999999996,
Cody Schrader,,RB,123,8,14.969624999999999,-191.17725,-195.17725,0.9072499999999999,
Andrew Beck,,RB,124,8,14.77384615384615,-191.37302884615383,-195.37302884615383,0.8953846153846152,
Mason Tipton,,WR,155,8,41.844916666666656,-191.37773039215688,-195.37773039215688,2.536055555555555,
Gary Brightwell,,RB,125,8,14.355,-191.791875,-195.791875,0.87,
Sione Vaki,,RB,126,8,14.181749999999997,-191.965125,-195.965125,0.8594999999999998,
Derius Davis,,WR,156,8,40.71860294117647,-192.50404411764706,-196.50404411764706,2.467794117647059,
Scott Miller,,WR,157,8,40.5025,-192.72014705882353,-196.72014705882353,2.4546969696969696,
Tyquan Thornton,,WR,158,8,40.08124999999999,-193.14139705882354,-197.14139705882354,2.4291666666666663,
Jalen Reagor,,WR,159,8,39.93,-193.29264705882352,-197.29264705882352,2.42,
Julius Chestnut,,RB,127,8,12.801250000000001,-193.34562499999998,-197.34562499999998,0.7758333333333334,
Isaiah Hodgins,,WR,160,8,39.69428571428571,-193.5283613445378,-197.5283613445378,2.4057142857142857,
Jalin Hyatt,,WR,161,8,39.36138461538461,-193.86126244343893,-197.86126244343893,2.385538461538461,
Treylon Burks,,WR,162,8,39.269999999999996,-193.95264705882352,-197.95264705882352,2.38,
Ke'Shawn Vaughn,,RB,128,8,10.956,-195.190875,-199.190875,0.6639999999999999,
Rakim Jarrett,,WR,163,8,37.96767857142857,-195.25496848739496,-199.25496848739496,2.3010714285714284,
George Holani,,RB,129,8,9.97975,-196.167125,-200.167125,0.6048333333333333,
Keaontay Ingram,,RB,130,8,9.9,-196.246875,-200.246875,0.6,
Rasheen Ali,,RB,131,8,9.769649999999999,-196.377225,-200.377225,0.5921,
Ja'Lynn Polk,,WR,164,8,36.80501785714285,-196.41762920168068,-200.41762920168068,2.2306071428571426,
Terrace Marshall Jr.,,WR,165,8,36.757875,-196.46477205882354,-200.46477205882354,2.22775,
Luke McCaffrey,,WR,166,8,36.557399999999994,-196.66524705882352,-200.66524705882352,2.2156,
Xavier Hutchinson,,WR,167,8,36.40165178571428,-196.82099527310925,-200.82099527310925,2.206160714285714,
Travis Homer,,RB,132,8,9.239999999999998,-196.90687499999999,-200.90687499999999,0.5599999999999999,
Jonathan Ward,,RB,133,8,9.075000000000001,-197.071875,-201.071875,0.55,
Aaron Shampklin,,RB,134,8,8.929249999999998,-197.217625,-201.217625,0.5411666666666666,
Robbie Chosen,,WR,168,8,35.97,-197.25264705882353,-201.25264705882353,2.1799999999999997,
Myles Gaskin,,RB,135,8,7.878749999999998,-198.268125,-202.268125,0.4774999999999999,
Trenton Irwin,,WR,169,8,34.485,-198.73764705882354,-202.73764705882354,2.09,
Trent Sherfield,,WR,170,8,31.96875,-201.25389705882353,-205.25389705882353,1.9375,
Ryan Flournoy,,WR,171,8,31.865166666666664,-201.35748039215687,-205.35748039215687,1.931222222222222,
Chris Collier,,RB,136,8,4.72725,-201.419625,-205.419625,0.2865,
Allen Robinson,,WR,172,8,31.721249999999998,-201.50139705882353,-205.50139705882353,1.9224999999999999,
Trayveon Williams,,RB,137,8,4.6096875,-201.5371875,-205.5371875,0.279375,
Ben VanSumeren,,RB,138,8,3.8499999999999996,-202.296875,-206.296875,0.2333333333333333,
Bryce Oliver,,WR,173,8,30.530156249999997,-202.69249080882352,-206.69249080882352,1.8503124999999998,
Laviska Shenault Jr.,,WR,174,8,30.281625,-202.94102205882353,-206.94102205882353,1.8352499999999998,
Kendric Pryor,,WR,175,8,29.939249999999998,-203.28339705882354,-207.28339705882354,1.8144999999999998,
Brandon Powell,,WR,176,8,29.699999999999996,-203.52264705882354,-207.52264705882354,1.7999999999999998,
Xavier Gipson,,WR,177,8,29.399117647058823,-203.8235294117647,-207.8235294117647,1.781764705882353,
Kenny Pickett,,QB,57,8,85.7835,-204.207025,-208.207025,5.199,
Jermaine Burton,,WR,178,8,28.954406249999998,-204.26824080882352,-208.26824080882352,1.7548124999999999,
British Brooks,,RB,139,8,1.57575,-204.571125,-208.571125,0.0955,
Alex Erickson,,WR,179,8,27.9675,-205.25514705882352,-209.25514705882352,1.695,
D.J. Williams,,RB,141,8,0.0,-206.146875,-210.146875,0.0,
Dante Miller,,RB,143,8,0.0,-206.146875,-210.146875,0.0,
Keilan Robinson,,RB,144,8,0.0,-206.146875,-210.146875,0.0,
John Kelly,,RB,140,8,0.0,-206.146875,-210.146875,0.0,
Troy Hairston,,RB,142,8,0.0,-206.146875,-210.146875,0.0,
Britain Covey,,WR,180,8,26.560875,-206.66177205882352,-210.66177205882352,1.60975,
John Ross,,WR,181,8,25.212,-208.01064705882354,-212.01064705882354,1.528,
Deven Thompkins,,WR,182,8,25.194631578947366,-208.02801547987616,-212.02801547987616,1.5269473684210524,
Grant DuBose,,WR,183,8,24.424124999999993,-208.79852205882352,-212.79852205882352,1.4802499999999996,
Ronnie Bell,,WR,184,8,23.855192307692306,-209.36745475113122,-213.36745475113122,1.4457692307692307,
Ashton Dulin,,WR,185,8,23.27261538461538,-209.95003167420813,-213.95003167420813,1.4104615384615382,
Ben Skowronek,,WR,186,8,21.87664285714286,-211.34600420168067,-215.34600420168067,1.3258571428571428,
Dylan Laube,,RB,145,8,-5.2524999999999995,-211.399375,-215.399375,-0.3183333333333333,
Charlie Jones,,WR,187,8,21.689999999999998,-211.53264705882353,-215.53264705882353,1.3145454545454545,
Jake Browning,,QB,58,8,78.28699999999999,-211.703525,-215.703525,4.744666666666666,
Chris Blair,,WR,188,8,21.272625,-211.95002205882352,-215.95002205882352,1.28925,
Johnny Wilson,,WR,189,8,21.200999999999997,-212.02164705882353,-216.02164705882353,1.2849090909090908,
Skyy Moore,,WR,190,8,20.447307692307696,-212.77533936651582,-216.77533936651582,1.2392307692307694,
Tim Jones,,WR,191,8,19.804125,-213.41852205882353,-217.41852205882353,1.20025,
Devin Duvernay,,WR,192,8,19.467461538461535,-213.75518552036198,-217.75518552036198,1.1798461538461535,
Dan Chisena,,WR,193,8,19.346249999999998,-213.87639705882353,-217.87639705882353,1.1724999999999999,
Alex Bachman,,WR,194,8,19.22415,-213.99849705882352,-217.99849705882352,1.1651,
Bryce Ford-Wheaton,,WR,195,8,18.909,-214.31364705882353,-218.31364705882353,1.146,
Casey Washington,,WR,196,8,18.909,-214.31364705882353,-218.31364705882353,1.146,
Kadarius Toney,,WR,197,8,18.64076923076923,-214.5818778280543,-218.5818778280543,1.1297435897435897,
Tyler Scott,,WR,198,8,18.000865384615388,-215.22178167420813,-219.22178167420813,1.0909615384615385,
Dee Eskridge,,WR,199,8,17.712750000000003,-215.50989705882353,-219.50989705882353,1.0735000000000001,
Taylor Heinicke,,QB,59,8,74.34899999999999,-215.641525,-219.641525,4.505999999999999,
Steven Sims,,WR,200,8,17.4,-215.82264705882352,-219.82264705882352,1.0545454545454545,
DeAndre Carter,,WR,201,8,17.217488687782804,-216.00515837104072,-220.00515837104072,1.0434841628959275,
Braxton Berrios,,WR,202,8,16.859117647058824,-216.36352941176472,-220.36352941176472,1.021764705882353,
Malachi Corley,,WR,203,8,16.3878,-216.83484705882353,-220.83484705882353,0.9932,
Tim Boyle,,QB,60,8,71.654,-218.336525,-222.336525,4.342666666666666,
Ihmir Smith-Marsette,,WR,204,8,14.083235294117646,-219.13941176470587,-223.13941176470587,0.8535294117647059,
Jamari Thrash,,WR,205,8,13.6565,-219.56614705882353,-223.56614705882353,0.8276666666666667,
Collin Johnson,,WR,206,8,13.475,-219.74764705882353,-223.74764705882353,0.8166666666666667,
Nikko Remigio,,WR,207,8,13.393875,-219.82877205882352,-223.82877205882352,0.81175,
Jacob Cowing,,WR,208,8,13.341349999999998,-219.88129705882352,-223.88129705882352,0.8085666666666665,
Deonte Harty,,WR,209,8,13.1175,-220.10514705882352,-224.10514705882352,0.7949999999999999,
Nick Mullens,,QB,61,8,69.8841,-220.106425,-224.106425,4.2354,
Trent Taylor,,WR,210,8,12.0615,-221.16114705882353,-225.16114705882353,0.731,
Jarrett Stidham,,QB,62,8,68.8215,-221.16902499999998,-225.16902499999998,4.171,
Mitchell Trubisky,,QB,63,8,67.39186666666667,-222.59865833333333,-226.59865833333333,4.084355555555556,
Justyn Ross,,WR,211,8,9.322500000000002,-223.90014705882353,-227.90014705882353,0.5650000000000001,
Ramel Keyton,,WR,212,8,8.929249999999998,-224.29339705882353,-228.29339705882353,0.5411666666666666,
Tyreik McAllister,,WR,213,8,8.666625,-224.55602205882352,-228.55602205882352,0.52525,
Sam Howell,,QB,64,8,65.28758823529412,-224.70293676470587,-228.70293676470587,3.956823529411765,
Mason Kinsey,,WR,214,8,8.442499999999999,-224.78014705882353,-228.78014705882353,0.5116666666666666,
James Proche,,WR,215,8,6.544999999999999,-226.67764705882354,-230.67764705882354,0.3966666666666666,
Anthony Gould,,WR,216,8,6.499968749999999,-226.72267830882353,-230.72267830882353,0.39393749999999994,
Brycen Tremayne,,WR,217,8,6.303,-226.91964705882353,-230.91964705882353,0.382,
Xavier Smith,,WR,218,8,6.106031249999999,-227.11661580882352,-231.11661580882352,0.37006249999999996,
Javon Baker,,WR,219,8,5.77775,-227.44489705882353,-231.44489705882353,0.3501666666666667,
Erik Ezukanma,,WR,220,8,5.445,-227.77764705882353,-231.77764705882353,0.33,
Skylar Thompson,,QB,65,8,62.08454999999999,-227.905975,-231.905975,3.7626999999999997,
Isaiah Williams,,WR,221,8,5.1211875,-228.10145955882354,-232.10145955882354,0.31037499999999996,
Cody Thompson,,WR,222,8,4.95,-228.27264705882354,-232.27264705882354,0.3,
Kameron Johnson,,WR,223,8,4.3333125,-228.88933455882352,-232.88933455882352,0.262625,
Zach Pascal,,WR,224,8,2.9205,-230.30214705882352,-234.30214705882352,0.17700000000000002,
Jha'Quan Jackson,,WR,225,8,1.7070625,-231.51558455882352,-235.51558455882352,0.10345833333333333,
Jaelon Darden,,WR,226,8,1.6800000000000002,-231.54264705882352,-235.54264705882352,0.10181818181818182,
Avery Williams,,WR,227,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Jalen Virgil,,WR,230,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Irvin Charles,,WR,231,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Dareke Young,,WR,232,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Jared Wayne,,WR,229,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Justin Shorter,,WR,234,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Kaden Davis,,WR,235,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Maurice Alexander,,WR,236,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Tom Kennedy,,WR,228,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Montrell Washington,,WR,237,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Xavier Weaver,,WR,233,8,0.0,-233.22264705882353,-237.22264705882353,0.0,
Jermaine Jackson,,WR,238,8,-0.3939375,-233.61658455882352,-237.61658455882352,-0.023875,
Tyson Bagent,,QB,66,8,51.97664999999999,-238.01387499999998,-242.01387499999998,3.1500999999999997,
